,full_url,lang,summary,title
13,https://es.wikipedia.org/wiki/Conflicto_entre_la_Franja_de_Gaza_e_Israel_de_2014,es,"El conflicto entre la Franja de Gaza e Israel[q]​ hizo referencia al conflicto bélico iniciado el 8 de julio de 2014, cuando las Fuerzas de Defensa de Israel (FDI) lanzaron la Operación Margen Protector[r]​ sobre territorio gazatí, debido a una escalada de tensión en el conflicto israelí-palestino.[43]​[44]​ Israel afirmó que el único objetivo de la operación era atacar al Movimiento de Resistencia Islámico (Hamás), la organización que gobierna la Franja tras ganar las elecciones en 2006, y terminar con los ataques de cohetes a Israel.[45]​[46]​ El Estado de Palestina y diversas organizaciones por los derechos humanos acusaron a Israel de llevar a cabo un ataque indiscriminado contra todos los palestinos, ya que los ataques causaron la muerte principalmente de civiles.[47]​ Por su parte, Hamás lanzó cohetes contra Israel en respuesta a los misiles disparados por la Fuerza Aérea Israelí hacia la Franja de Gaza. Este conflicto ha sido el de mayor envergadura en la Franja de Gaza en todo el siglo XXI y uno de los mayores que ha experimentado en su historia reciente.
El conflicto siguió una cadena de eventos que se iniciaron con el secuestro y asesinato de tres adolescentes israelíes ocurrido en un asentamiento israelí de Cisjordania en junio de 2014. Otras fuentes, en cambio, fijan el punto de partida de esta escalada en el asesinato de dos adolescentes palestinos en Beitunia durante las protestas del día de la Nakba en mayo de ese mismo año.[48]​[49]​[50]​[51]​ Israel culpó a Hamás de los hechos, ya que las autoridades israelíes creyeron que los dos sospechosos acusados del secuestro eran miembros de esa agrupación.[52]​ Por su parte, la reacción de Hamás fue confusa pues mientras unos negaron la implicación de esta organización en el secuestro,[53]​ otros líderes afirmaron lo contrario.[54]​[55]​ La reacción israelí fue la de realizar registros indiscriminados en la zona donde se había producido el secuestro.[56]​ Estas acciones derivaron en múltiples heridos y en el asesinato de dos niños palestinos a manos del ejército israelí.[1]​ A medida que las tensiones se incrementaban, el asesinato de Mohamed Abú Judeir, un adolescente palestino, complicó aún más la situación, generando disturbios, protestas de israelíes y palestinos y un aumento de los lanzamientos de cohetes entre Israel y Gaza. La policía de Israel declaró que Hamás no fue responsable de la muerte de los tres jóvenes israelíes.[57]​ Sin embargo, según afirmaron algunos medios de comunicación, un alto líder de Hamás, semanas después del estallido del conflicto, en una conferencia en Turquía, habría admitido que el grupo estuvo detrás del secuestro y que el propósito del mismo era provocar una escalada del conflicto que condujera a un levantamiento palestino.[58]​ 
Desde el inicio de los bombardeos de Israel sobre la Franja de Gaza, murieron numerosos civiles, entre ellos gran cantidad de mujeres y niños.[59]​ La Oficina de las Naciones Unidas para la Coordinación de Asuntos Humanitarios (OCAH) llegó a estimar que hacia el 17 de julio, el 70 % de los fallecidos palestinos eran civiles.[60]​ El gobierno israelí denunció que el fallecimiento de civiles se debía a que Hamás los utilizaba como «escudos humanos» y reiteró que su intención era «desmilitarizar» la Franja.[61]​ Finalmente, el conflicto se saldó con la muerte de 2310 palestinos y unos 11 500 heridos del mismo bando, según datos del ministerio de Salud de Gaza,[31]​ mientras que 66 soldados y cinco civiles israelíes murieron y 1.306 resultaron heridos, según reportes de las FDI.[28]​
Hasta el 11 de julio, 118 cohetes de Hamás habían sido interceptados por la Cúpula de Hierro de Israel.[62]​ Entre el 12 y 13 de julio, Israel anunció que fueron «atacados» 200 objetivos en Gaza. En la mañana del día 13, fueron interceptados varios cohetes provenientes de Gaza en dirección a Tel Aviv.[63]​ Hasta el 23 de julio, unos 2.160 cohetes fueron disparados desde Gaza a ciudades de Israel y este último país llevó a cabo casi 2.000 lanzamientos hacia la Franja.[64]​ Al final del conflicto se calculó que Hamás había disparado 4.594 cohetes y proyectiles de mortero, de los cuales 3.641 cayeron en territorio israelí y 188 en territorio palestino. Un total de 735 cohetes y proyectiles de mortero fueron interceptados por el sistema defensivo israelí.[65]​
El 23 de julio, la Alta Comisionada de las Naciones Unidas para los Derechos Humanos, Navanethem Pillay, denunció que los ataques efectuados por las FDI sobre Gaza podrían constituir crímenes de guerra.[66]​[67]​ Por ello, es mismo día, el Consejo de Derechos Humanos de las Naciones Unidas, mediante votación favorable y posterior resolución, anunció el inicio de una investigación sobre posibles violaciones de los derechos humanos o crímenes de guerra durante la ofensiva israelí.[68]​
La comunidad internacional también tuvo un peso importante en el conflicto. El secretario general de las Naciones Unidas, Ban Ki-moon, viajó a la zona en conflicto con la intención de presionar para lograr un alto el fuego definitivo.[69]​ También el secretario de Estado de los Estados Unidos, John Kerry, viajó a Tel Aviv; según su agenda, se reunió con Ban Ki-moon en Jerusalén,[69]​ con el presidente de la Autoridad Nacional Palestina, Mahmud Abás, en Ramala y con representantes del Gobierno israelí para intentar poner fin a las hostilidades entre las partes.[70]​
Finalmente, el 26 de agosto y tras 50 días de combates, Israel, Hamás y los demás beligerantes aceptaron una tregua indefinida pactada bajo mediación egipcia. El alto el fuego supondría la apertura de todos los pasos fronterizos y la «entrada rápida de ayuda humanitaria y de medios para la reconstrucción», aseguraron los mediadores egipcios, algo que no llegó jamás a producirse.[3]​",Conflicto entre la Franja de Gaza e Israel de 2014
14,https://eu.wikipedia.org/wiki/Hegi_Babesgarria_operazioa_(2014),eu,"Hegi Babesgarria operazioa (hebreeraz: מִבְצָע צוּק אֵיתָן‎, Mivtazh Tzuk Eitan) Israelek Gazako zerrendaren aurka 2014ko uztailaren 8tik abuztuaren 26raino (50 egun) egin zuen operazio militarra izan zen. Israel-Palestina Gatazkaren parte da.",Hegi Babesgarria operazioa (2014)
15,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DB%B2%DB%B0%DB%B1%DB%B4_%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84_%D9%88_%D8%BA%D8%B2%D9%87,fa,"نبرد اسرائیل و غزه در سال ۲۰۱۴ میلادی نبردی است میان اسرائیل و نیروهای جهادی نوار غزه به رهبری حماس که فلسطینیان آن را عملیات بنیاد استوار (به عربی: عملية البُنيان المرصوص) و اسرائیلی‌ها عملیات تیغهٔ حفاظتی (به عبری: מִבְצָע צוּק אֵיתָן) نامیده‌اند. این نبرد چندمین درگیری نظامی اسرائیل با فلسطینیان در نوار غزه است. در این عملیات نیروی هوایی اسرائیل آغازگر حمله بود و نوار غزه را هدف حمله‌های خود قرار داده و فلسطینیان و گردان‌های عزالدین قسام شاخهٔ نظامی حماس مناطق تحت کنترل اسرائیل را موشک‌باران می‌کنند. همچنین این نبرد پس از مدتی با هجوم زمینی نیروهای نظامی اسرائیل به غزه از بامداد ۲۷ تیر وارد مرحلهٔ تازه‌ای شده‌است.
این عملیات در پی ربایش و قتل سه نوجوان اسرائیلی در ۱۲ ژوئن ۲۰۱۴ (میلادی) آغاز شد. نیروهای دفاعی اسرائیل .N.D.A.A اسرائیلی حماس را مسئول آدم‌ربایی قلمداد نموده‌اند. آن‌ها ادعا کرده‌اند که دو مردِ مظنون به انجام آدم‌ربایی از اعضایِ حماس هستند. هیچ مدرکی از سویِ نیروهای دفاعی اسرائیل ارائه نشده و حماس نیز هرگونه مشارکت در این آدم‌ربایی را انکار نموده‌است.در پی این آدم‌ربایی که منجر به پیداشدن سه جنازهٔ ربوده‌شدگان شده است، نیروهای اسرائیلی ۱۰ فلسطینی زیر ۱۸ سال را به قتل رسانده‌اند. و صدها نفر را نیز در کرانهٔ باختری بازداشت کرده‌اند. در طیِ جستجو برای برای ۳ مفقود اسرائیلی،N.D.A.A تمامی فلسطینی‌هایی را که در پی آزادی گیلعاد شالیت آزاد کرده‌بود، را مجدداً بازداشت نمود. بین ۳۵۰ تا ۶۰۰ تن از فلسطینان را بازداشت کرد. که شامل تقریباً تمام اعضای حماس در باریکه غربی رود اردن می‌شد
در شب ۶ ژوئیه، در یک حمله از سوی اسرائیل، ۶ پیکارجویِ حماس کشته شدند. در ۷ ژوئیه (‎۱۶ تیر) حماس در پاسخ به این اقدام ۱۰۰ موشک را از غزه به سمت سرزمین اسرائیل پرتاب کرد و نیروی هوایی اسرائیل نیز اهدافی را در غزه بمباران نمود. در ۸ ژوئیه (‎۱۷ تیر) نیروی هوایی اسرائیل ۵۰ هدف را در نوار غره مورد حمله قرار داد. اسرائیل نفوذی را از سمت دریا خنثی کرد. در همان روز حماس اعلام کرد که تمام اسرائیلی‌ها را اهداف قانونی می‌دانند. و بر این موضوع که اسرائیل باید تمام دستگیرشدگان در جریان اخیر را آزاد نماید. همچنینی خواستار بازدن مرکز غزه و بازگشت به آتش‌بس سال ۲۰۱۲ شد.
همچنین ده‌ها نقطه در نوار غزه را هدف حملات موشکی قرار داد. حماس نیز این اقدام را به پرتاب راکت‌هایی به سمت اسرائیل پاسخ داده و به آتش‌بس میان خود و اسرائیل که در پی عملیات ستون دفاعی در سال ۲۰۱۲ آغاز شده بود، پایان داد. حماس اعلام نموده که یکی از شروطِ آتش‌بس، آزادی افراد دستگیر شده توسط اسرائیل است
در ۱۴ ژوئیه مصر طرحی را برای آتش‌بس میان دو سو ارائه کرد. براساس این طرح اسرائیل «می‌بایست به تمام اقدامات متخاصمانه از زمین، هوا و دریا در نوار غزه پایان دهد و نیروهای زمینی اعزامی را عقب نِشانَد.» همچنین گروه‌های فلسطینی نیز می‌بایست «تمام اقدامات متخاصمانهٔ خود از غزه علیه اسرائیل را پایان دهد». طرحِ آتش‌بس خواهان اتمام اقدامات نظامی برایِ «پایدارسازی وضعیت حفاظتی» شد. نتانیاهو پیشنهاد کرده که این قراردادِ صلح همراه با «خلعِ سلاح کامل» باشد دولت اسرائیل این طرح را پذیرفت و به صورت موقت و از صبح ۱۵ ژوئیه آن را عملی کرد. اگرچه حماس همچنان به پرتاب راکت‌هایش ادامه می‌داد «حماس»، «جهاد اسلامی» و «گردان‌های عزالدین قسام» از پذیرفتن شروط آتش خودداری کردند. این طرح که حماس آن را اولتیماتومی از سوی مصر و اسرائیل می‌داند، از سوی سران حماس رد شده، چراکه این طرح هیج دستاورد خاصی برای حماس و غزه نداشته‌است. به خصوص در مورد محاصرهٔ زمین و دریاییِ غزه که از سوی اسرائیل و مصر در ۷ سال گذشته اجرا شده‌است هیچ صحبتی نشده است. در ۱۶ ژوئیه (‎۲۵ تیر) «حماس» و «جنبش جهاد اسلامی» پیشنهاد آتش‌بسی ۱۰ ساله را ارائه داد که مهمترین خواستهٔ آن پایان دادن به محاصرهٔ غزه بود.چندین تلاش برای برقراری آتش‌بس میان دو طرف صورت گرفت که با موفقیت همراه نبود. از جمله آتش‌بسی که از ۵ اوت با عقب‌نشینی نیروهای زمینی اسرائیل آغاز شده بود و چند مورد آتش‌بس موقت نیز برقرار و به اتمام رسید. تا در نهایت آتش‌بسی ۷۲ ساعته در روز ۱۰ اوت به پیشنهاد اسرائیل آغاز شد.
تلاش‌های زیادی نیز از سوی افراد مختلف برای برقراری آتش‌بس آغاز شد. وزیر خارجه آمریکا جان کری در ۲۱ ژوئیه (‎۳۰ تیر) به مصر رفت تا دربارهٔ شرایط آتش‌بس مذاکره نماید. بان کی‌مون، دبیرکل سازمان ملل متحد نیز در ۲۲ ژوئیه به اسرائیل رفت و از دو طرف نبرد درخواستِ آتش‌بس کرد. در ۲۳ ژوئیه رهبرِ حماس خالد مشعل از آمادگی این گروه برای متارکهٔ جنگ برای «رسیدگی به اوضاع انسانی» در غزه خبر داد و بر شروطش برای آتش‌بس دائم با اسرائیل تأکید کرد مقامات فلسطینی از خواسته‌های حماس برای آتش‌بس، حمایت کردند.اسرائیل نام عملیاتی را که آغاز کرده بود را «تیغهٔ محافظتی» گذاشته است. این عملیات مرگبارترین نبرد از زمان انتفاضه دوم است که البته تعداد کشته‌ها با آن برابری می‌کند. براساس اظهارِ وزیر بهداشت غزه ۲٬۰۴۰ نفر از اهالی غزه در این درگیری‌ها کشته شدند و ۱۰٬۱۹۶ نفر نیز زخمی شده‌اند (۸۰٪ از این تلفات را غیرنظامیان تشکیل داده‌اند) همچنین براساس دفتر هماهنگی‌های امور انسانی سازمان ملل ۱٬۴۳۴ (۷۲٪) از ۱٬۹۹۹ نفر کشته شدند را شهروندان تشکیل داده‌اند. از این میان نیز ۷۱۱ نفر آنان (معادل ۳۵٪) را زنان و کودکان تشکیل داده‌اند. ۵۰ فردِ کهنسال وجود دارد. ۶۴ سرباز اسرائیلی کشته و دو شهروند اسرائیلی نیز کشته شدند.افسر سازمان ملل برای هماهنگی امور انسانی (OCHA) تخمین زده است ککه بیش از ۸۵۲ کشته شهروند هستند و ۳۸۴ نفر را نیز زنان و کودکان تشکیل داده‌اند. سخنگوی این سازمان گفت: «به معنای واقعی کلمه، هیچ جای امنی برای شهروندان در غزه وجود ندارد.» همچنین اعلام کرده‌است بیش از ۲۹۹٬۰۰۰ کودک نیازمندِ «پشتیبانی روانی» هستند.
اسرائیل حماس را به استفاده از شهروندان غیرنظامی به عنوانِ «سپر انسانی» متهم می‌کند و حضور مهمات در یکی از مدارس زیر نظر سازمان ملل را دلیل این مدعا می‌داند. حماس این ادعا را تکذیب کرده‌است. ۴۴٪ مناطق سرزمینی منطقهٔ ممنوعه اعلام کرده‌است.در ۵ اوت (‎۱۴ مرداد) پس از خروجِ تمام نیروهایِ ارتش اسرائیل از غزه آغاز شد. پس از پایان این زمان و با آغاز موشک‌پرانی نیروهای جهادی از غزه، ارتش اسرائیل حملاتی را برای پاسخ به این حملات انجام داد.
سازمان‌های حقوقِ بشری پرتاب‌های کور از سوی فلسطینی‌ها را مورد نکوهش قرار داده. همچنین اقدام اسرائیل در هدف قرار دادنِ خانه‌های اعضایِ گروه حماس و سایر گروه‌های شبه‌نظامی را نقضِ حقوقِ انسانی نامیده که می‌تواند در ردهٔ جرائم جنگی دسته‌بندی کرد. عفو بین‌الملل از وجود مستنداتی بر حملاتِ هدفدار به مراکز بهداشتی خبر دادعملیات اسرائیل با تمرکز بر تضعیف توان راکتی حماس آغاز شد اما سپس تخریب تونل‌ها به یکی از اولویت‌های آن تبدیل شد. بنیامین نتانیاهو گفت نیروهای اسرائیلی تا نابود کردن شبکه تونل‌ها در غزه به عملیات خود ادامه می‌دهند، همچنین عملیات تخریب تونل‌ها فارغ از اینکه آتش‌بس برقرار شود یا نه ادامه خواهد داشت. اسرائیل حداقل شش تا از پناهگاههای غیرنظامی زیرنظر سازمان ملل را عامدانه مورد حمله قرار داده است که مورد انتقاد کشورها (ازجمله آمریکا) و نهادهای بین‌المللی واقع شد.
تا ۵ اوت ۲۰۱۴ سازمان ملل گزارش داده است که بیش از ۵۲۰٬۰۰۰ فلسطینی که بیش از ۳۰٪ جمعیت کل غزه را تشکیل می‌دهد، آواره شده‌اند. از این میزان ۲۷۳٬۰۰۰ نفر در ۹۰ مدرسهٔ تحتِ نظرِ سازمان ملل اسکان یافته‌اند. «دفترِ هماهنگیِ امور انسانی» (د. ه. ا. ا) از اسکان بیش از ظرفیت خبر داده و امکان بیماری‌های اپیدمی را محتمل دانسته‌اند. ۲۶ مرکز بهداشتی آسیب دیده‌اند، ۹۶۸ منزل (که منزلگاهِ ۶۴٬۶۵۰ نفر بود) از بین رفته یا آسیب جدی دیده است و ۳۳٬۱۰۰ خانه نیز آسیب دیده ولی ساکنینش همچنان در آن باقی‌مانده‌اند مردم غزه به‌طور کلی روزانه به ۲ ساعت برق دسترسی دارند. حملهٔ اسرائیل به تنها نیروگاه غزه که منجر به از کار افتادن آن شد، سلامت عمومی و خدماتِ تصفیهٔ آب را مختل کرده‌است و بیمارستان‌ها را متکی به ژنراتورها نموده‌است. بیش از ۲۲۵٬۰۰۰ نفر نیازمندِ کمکِ ضروریِ غذایی هستند. دفترِ «ده. ا. ا» سازمان ملل تقاضای ۳۹۰٬۳۳۸٬۸۲۴ دلار کمک ضروری برای فلسطین به منظورِ حل بحران نموده است که تاکنون ۴۳٪ آن تأمین شده استجان کری، وزیر امور خارجه ایالات متحده، بیان داشت که نتانیاهو در یک تماس تلفنی، خواستار تلاش مجدد برای برقرار آتش‌بس شده و اظهار داشته که «در این باره کاملاً جدی است». به گزارش خبرگزاری فرانسه، نتانیاهو در یک تماس تلفنی به کری گفته است که با آتش‌بسی که به اسرائیل این اجازه را بدهد از خود در برابر تونل‌های غزه دفاع کند و آسیبی به امنیت اسرائیل نرساند و برای کشورش قربانی نیافریند، موافق است.
بعد از بمباران مکرر مدارس تحتِ نظر سازمان ملل، دبیرکل سازمان ملل بان کی مون در ۳۰ ژوئیه (‎۸ مرداد) طی بیانیه‌ای اقدامات اسرائیل در بمباران غزه را محکوم کرد و گفت: «هیچ چیز منزجرکننده‌تر از این نیست که به کودکان در حین خواب حمله کنند.»",نبرد ۲۰۱۴ اسرائیل و غزه
16,https://fi.wikipedia.org/wiki/Operaatio_Suojaava_reuna,fi,"Operaatio Suojaava reuna (engl. Operation Protective Edge; hepreaksi ‏מִבְצָע צוּק אֵיתָן‎, Mivtza' Tzuk Eitan, 'Operaatio Luja kallio') on Israelin Gazaan vuonna 2014 tekemä ilma- ja maahyökkäys. Israel pyrki hyökkäyksellään tuhoamaan palestiinalaistaistelijoiden hyökkäystunneleita ja sotilasraketteja. Operaatio alkoi ilmapommituksilla 8. heinäkuuta ja maahyökkäys alkoi 17. heinäkuuta. 2. elokuuta mennessä israelilaiset olivat tappaneet 1 650 palestiinalaista ja palestiinalaiset 66 israelilaista. Suurin osa palestiinalaisista kuolleista oli siviilejä, mutta vielä suurempi osa israelilaisista sotilaita. Israel kiisti siviiliuhrien suuren määrän. YK:n turvallisuusneuvosto vaati taistelujen lopettamista välittömästi. Israel kärsi sodassa selvästi suuremmat tappiot kuin edellisessä Gazan sodassa.",Operaatio Suojaava reuna
17,https://fr.wikipedia.org/wiki/Guerre_de_Gaza_de_2014,fr,"La guerre de Gaza de 2014 est un conflit armé se déroulant durant les mois de juillet et d'août 2014, opposant l'État d'Israël à diverses forces paramilitaires palestiniennes dont le Hamas et le Jihad islamique. De même nature que la Guerre de Gaza de 2008-2009, elle se caractérise par des tirs de roquettes depuis la bande de Gaza vers Israël et par des raids et frappes aériennes suivis d'une offensive terrestre lancée le 18 juillet 2014.
L'objectif déclaré des Israéliens est de mettre fin aux tirs de roquettes du Hamas depuis la bande de Gaza, en s'en prenant à ses infrastructures, en particulier les dizaines de tunnels creusés sous la frontière  israélienne, les sites de lancement de roquettes et leurs unités de fabrication.
L'objectif des groupes paramilitaires palestiniens est de faire lever le blocus de la bande de Gaza, rompre leur isolement politique et appliquer leur Jihad contre Israël.
Bien qu'ayant de multiples causes, tant économiques que politiques, ces combats sont une conséquence directe de plusieurs événements s'étant déroulés au mois de juin 2014 dont le meurtre de trois adolescents israéliens en juin 2014, suivi de l'arrestation en Cisjordanie d'approximativement 400 Palestiniens,) dont la majorité des membres du Hamas en Cisjordanie. En réaction à ces événements, différents groupes paramilitaires dont le Hamas et le Jihad Islamique attaquent le territoire israélien par des tirs de roquette en ciblant plusieurs grandes villes israéliennes. En réponse, l'État d'Israël lance le 8 juillet 2014, l'opération Bordure protectrice (en hébreu : מִבְצָע צוּק אֵיתָן, Mivtza' Tzuk Eitan, littéralement « Opération Roc inébranlable »), offensive militaire de l'armée israélienne dans la bande de Gaza contre le Hamas et le Jihad islamique palestinien.
L'armée israélienne détruit au moins 34 tunnels d'attaques et les deux tiers des 10.000 roquettes du Hamas sont ou épuisés ou détruits.
Du 8 juillet au cessez-le-feu du 26 août, l'armée israélienne dénombre 4 564 roquettes et mortiers tirés depuis la bande de Gaza vers Israël dont 735 furent interceptées et 224 explosèrent dans des zones résidentielles. Les services de renseignements de l'armée israélienne dénombrent 875 roquettes ayant explosé dans la bande de Gaza, et n'excluent pas l'hypothèse d'un bombardement volontaire. Amnesty International qualifie les attaques à la roquette du Hamas qui font des victimes civiles des deux côtés, de crime de guerre, et de plus met en cause le Hamas, pour l'utilisation et le stockage de ces armes dans des zones densément peuplées. 
Amnesty International accuse le Hamas d'exécutions, d'enlèvements, d'arrêts extrajudiciaires et de l'utilisation de l'hôpital al-Shifa pour détenir, interroger et torturer des suspects. Selon le président de l'Autorité palestinienne, Mahmoud Abbas, 861 membres du Fatah sont tués lors du conflit, dont plus de 120 par le Hamas. À ceux-ci s'ajoutent approximativement 30 à 40 prisonniers palestiniens exécutés sous suspicion de collaboration. Le conflit est aussi accompagné par des exécutions sommaires. Le 27 juillet une dizaine d'opposants au Hamas sont exécutés et le lendemain d'autres sont tués lors de la distribution de denrées alimentaires à Beit Hanoun. Le même jour, le Hamas tire dans une foule d'habitants de Shuja'iyya, protestant contre la destruction de leur quartier et tue une vingtaine de personnes.
Le conflit suscite des réactions mitigées de la part de la communauté internationale et provoque un mouvement contestataire appelant à une fin rapide des hostilités de la part des belligérants, en raison du caractère jugé disproportionné de la riposte israélienne et du nombre de victimes civiles parmi les Palestiniens, ainsi que des nombreuses ruptures de cessez-le-feu par les mouvements palestiniens impliqués dans ce conflit.",Guerre de Gaza de 2014
18,https://gl.wikipedia.org/wiki/Operaci%C3%B3n_Marxe_Protectora,gl,"A Operación Marxe Protectora (hebreo: מִבְצָע צוּק אֵיתָן
, Mivtza' Tzuk Eitan) é o nome que as Forzas de Defensa de Israel (IDF) lle deron á ofensiva na Faixa de Gaza, que comezou o 8 de xullo de 2014. A operación débese a escalada da violencia entre Israel e Hamas.",Operación Marxe Protectora
19,https://hr.wikipedia.org/wiki/Operacija_%C4%8Cvrsta_stijena,hr,"Operacija Čvrsta stijena je vojna operacija Izraelskih obrambenih snaga protiv palestinskih militanata u Gazi pokrenuta 8. srpnja 2014. Operacija je uslijedila nakon ubojstva trojice izraelskih mladića, za čiju su smrti izraelske vlasti okrivile Hamas, nakon čega je Hamas započeo kampanju stalnog raketiranja izrelskih civilnih ciljeva.
Nakon prve faze operacije - bombardiranja strateških ciljeva palestinskih militanata - uslijedila je druga faza. Kako bi se smanjio broj žrtava, izraelske snage pokrenule su kopneni napad 17. srpnja. Cilj izraelskog kopnenog napada bio je odvratiti Hamas i prisiliti ga na primirje. No, svo vrijeme Hamas je nastavio s raketiranjem izraelskih civilnih područja i odbacio pet primirja koje su nudili Egipat, Crveni križ i Ujedinjeni narodi.",Operacija Čvrsta stijena
20,https://hu.wikipedia.org/wiki/%E2%80%9EEr%C5%91s_szikla%E2%80%9D_hadm%C5%B1velet,hu,"Az „Erős szikla” hadművelet (héberül: מבצע צוק איתן, Mivcá Cuk Eitán, angolul: Operation Protective Edge) az Izraeli Védelmi Erők (IDF) által indított hadművelet a Hamász által irányított Gázai övezetben, mely 2014. június 8-án kezdődött és célja a Gázából Izraelbe érkező rakétatámadások felszámolása.2014-ben számos esemény hatására a kapcsolat Izrael és Palesztina között megromlott. Többek között a folytatódó izraeli és egyiptomi blokád a Gázai övezet körül, a folyamatos rakétatámadások a Gázai övezetből Izraelbe, az Egyesült Államok által vezetett béketárgyalások kudarca, a különböző palesztin pártok által létrehozott egységkormány, a három izraeli fiú elrablása és meggyilkolása, amelyet a Hamásznak tulajdonítottak, az arab fiú ezt követő meggyilkolása, a Hamász szinte összes ciszjordániai vezetőjének letartóztatása. Július 6-a éjszakáján egy izraeli légicsapás a Gázai övezetben, Khan Yunisban megölt hét Hamász katonát, mire válaszul a Hamász növelte a korábbiakhoz képest a rakétatámadások számát Izraelre és úgy nyilatkozott, hogy “A Khan Yunis vérengzés nők és gyerekek ellen egy szörnyű háborús bűn. Mostantól minden izraeli jogos célpont”. "" Július 8-án az Izraeli Védelmi Erők (Israel Defense Forces/IDF) megindította az “Erős Szikla” nevű hadműveletet a Gázai övezetben.
